NORAD_ID,Isim,Kutle_kg,Kesit_Alani_m2,Enlem,Boylam,Yukseklik_km
27057,Cosmos-2386,225.0,1.3751588536121522,18.648266507833704,-48.50113069956857,1418.5083837523819
27168,USA 164 (Milstar-2 F3),4500.0,89.8918311520857,-8.114750806581554,18.751386218696123,35527.377567161726
27380,Intelsat 904,4680.0,86.68864534751398,-3.8535727292077846,-31.743360405331376,35794.892963192746
27424,Aqua,3078.0,45.09899166359648,37.69766333212683,91.60941237355412,691.7396233772428
27426,DirecTV 5,3640.0,86.68864534751398,3.559397276743107,-110.01613346103495,35799.709314106825
27438,Intelsat 905,4723.0,86.68864534751398,6.194167507559954,-137.06799107857242,35797.97304079244
27445,Galaxy 3C,4850.0,151.91647720919394,2.1334517144942375,-94.77835474318903,35788.21725061911
27464,Cosmos-2390,225.0,1.3751588536121522,49.48503294809334,-110.28199291562734,1482.7151313026995
27465,Cosmos-2391,225.0,1.3751588536121522,-38.93076415652621,69.03355065082013,1507.2703420414541
27513,Intelsat 906,4723.0,86.68864534751398,-4.46258987922928,64.3168619059002,35772.97932883829
27606,Latinsat-B,11.0,0.0692820323027551,-63.42655995327026,110.32007796847958,602.3745896875483
27607,Saudisat 1C,10.0,0.0692820323027551,-10.575141061112618,57.0145966882406,606.9989606123295
27612,Latinsat-A,11.0,0.0692820323027551,-6.148660989405924,-107.2721480240465,617.6520825480941
27632,Nimiq 2,3600.0,35.66509742321656,4.622948893542991,-108.88140610157969,35810.51559432878
27640,Coriolis,827.0,14.316825930523944,-45.178676140500706,147.37157929703594,850.2940861566888
27651,SORCE,290.0,11.138142822602958,-13.337591058126689,29.387142124757997,568.5877582014408
27663,Navstar 51 (USA 166) (GPS IIR-8),1077.0,31.8594215621496,16.883643606323314,-86.4725472686188,19846.3841177813
27691,"USA 167 (DSCS III F13, DSCS 3-13, DSCS III A-3)",1244.0,18.52419053510544,5.238315379452108,-121.51485495023182,35805.54860485337
27704,Navstar 52 (USA 168) (GPS IIR-9),1077.0,31.8594215621496,53.500271935154984,119.55082673295391,20720.799726454123
27711,USA 169 (Milstar-2 F4),4500.0,89.8918311520857,12.027975014881049,153.04560850552014,35672.42787120958
27718,Asiasat 4,4137.0,92.20568609308955,2.074915538071451,147.5232195891906,35786.46379340196
27811,Hellas Sat 2,3250.0,53.105479517292,-6.0540754780651085,-10.234501346039018,35761.945221145674
27825,Thuraya 2,3200.0,730.0053294953389,-4.5221763820509695,44.30936398300089,35770.97991194116
27831,Optus C1 (Defense C1),4725.0,215.71461684412992,4.483509243793596,155.59230053385807,35793.33348076909
27843,MOST,60.0,0.5729746940310714,-21.30279369801983,-44.12733380879599,827.4642562386766
27844,Cute-I,1.0,0.0173205080756887,-42.64025018934362,-48.034955283991316,834.422198902607
27848,Cubesat XI-IV,1.0,0.0173205080756887,50.48522826856083,-29.61090865061375,816.307197128366
27858,SCISAT-1,150.0,1.1570352145579594,-40.461532247636335,-150.8672645981461,644.493933537225
27868,Cosmos-2400,225.0,1.3751588536121522,-45.269986267054506,-108.78190074005211,1486.0926057515192
27869,Cosmos-2401,225.0,1.3751588536121522,-56.267364107529964,48.65418513793146,1501.203407709708
27875,"USA 170 (DSCS III F14, DSCS 3-14, DSCS III B-6)",1244.0,18.52419053510544,-9.546658681500753,24.422753789700813,35785.081113514774
27939,Mozhaets 4,64.0,1.7320508075688772,-62.68632559816926,116.10465594065451,673.7690572595004
27944,Larets,10.0,0.0314,-40.82425593517283,103.687405327051,693.6524167568275
27954,Galaxy 13 / Horizons 1,4090.0,92.20568609308955,1.192411459713996,-149.99609419144585,35794.4862335786
28051,IRS-P6 (Resourcesat 1),1360.0,23.592725397799747,-6.972738331199262,-10.133173692972187,739.306946050927
28054,DMSP 5D-3 F-16 (USA 172),1503.0,9.716766565633089,-34.98324927255025,160.02777983871906,854.6029842481449
28058,Chuangxin-1 (Innovation 1),100.0,0.4330127018922193,31.422477456754383,23.663465778348513,726.801307840272
28089,Yamal 200 N2 (Yamal 202),1351.0,22.928523727065567,4.587528562913743,163.45125347007948,35802.15860697814
28117,USA 174 (UFO F11),3205.0,96.24348491626164,-0.2855377033376954,75.4862188803676,35776.209384233756
28129,Navstar 53 (USA 175) (GPS IIR-10),2032.0,31.8594215621496,-10.368953337415986,-103.33251890204365,20909.31226952561
