Tarih,Gunluk_Kp_Toplami,F10_Gunes_Akisi
2023-07-12,123.0,193.3
2023-07-13,130.0,202.9
2023-07-14,267.0,180.6
2023-07-15,127.0,178.5
2023-07-16,107.0,184.3
2023-07-17,263.0,180.0
2023-07-18,207.0,218.5
2023-07-19,77.0,188.9
2023-07-20,143.0,184.3
2023-07-21,183.0,172.8
2023-07-22,147.0,174.4
2023-07-23,117.0,172.5
2023-07-24,120.0,165.1
2023-07-25,143.0,169.0
2023-07-26,263.0,167.4
2023-07-27,127.0,165.3
2023-07-28,100.0,168.2
2023-07-29,157.0,178.6
2023-07-30,153.0,174.4
2023-07-31,113.0,177.1
2023-08-01,157.0,174.7
2023-08-02,187.0,172.9
2023-08-03,100.0,162.9
2023-08-04,180.0,170.8
2023-08-05,277.0,175.8
2023-08-06,27.0,173.5
2023-08-07,163.0,169.7
2023-08-08,120.0,158.9
2023-08-09,127.0,153.4
2023-08-10,130.0,155.7
2023-08-11,67.0,152.8
2023-08-12,133.0,148.3
2023-08-13,80.0,150.4
2023-08-14,77.0,154.0
2023-08-15,50.0,158.1
2023-08-16,127.0,160.1
2023-08-17,120.0,151.9
2023-08-18,190.0,150.6
2023-08-19,137.0,150.6
2023-08-20,157.0,146.3
2023-08-21,160.0,148.7
2023-08-22,123.0,150.9
2023-08-23,53.0,147.0
2023-08-24,123.0,144.1
2023-08-25,70.0,138.9
2023-08-26,130.0,139.3
2023-08-27,173.0,141.5
2023-08-28,123.0,141.7
2023-08-29,77.0,142.2
2023-08-30,100.0,138.6
2023-08-31,113.0,139.9
2023-09-01,210.0,135.8
2023-09-02,360.0,131.2
2023-09-03,273.0,130.5
2023-09-04,123.0,136.0
2023-09-05,137.0,142.9
2023-09-06,117.0,147.1
2023-09-07,107.0,160.8
2023-09-08,100.0,160.9
2023-09-09,140.0,161.4
2023-09-10,43.0,163.9
2023-09-11,110.0,176.4
2023-09-12,230.0,153.5
2023-09-13,233.0,142.6
2023-09-14,233.0,145.2
2023-09-15,127.0,139.1
2023-09-16,103.0,140.4
2023-09-17,233.0,144.6
2023-09-18,320.0,154.5
2023-09-19,373.0,166.1
2023-09-20,233.0,155.5
2023-09-21,173.0,168.1
2023-09-22,163.0,175.7
2023-09-23,167.0,173.0
2023-09-24,203.0,173.7
2023-09-25,277.0,170.2
2023-09-26,313.0,164.9
2023-09-27,217.0,156.0
2023-09-28,87.0,147.8
2023-09-29,177.0,155.0
2023-09-30,170.0,159.1
2023-10-01,147.0,161.1
2023-10-02,147.0,157.4
2023-10-03,133.0,153.7
2023-10-04,183.0,155.0
2023-10-05,193.0,156.1
2023-10-06,140.0,155.3
2023-10-07,77.0,157.2
2023-10-08,127.0,157.1
2023-10-09,150.0,165.5
2023-10-10,57.0,164.4
2023-10-11,47.0,158.0
2023-10-12,37.0,157.1
2023-10-13,207.0,149.0
2023-10-14,113.0,148.2
2023-10-15,47.0,144.6
2023-10-16,40.0,144.0
2023-10-17,20.0,137.3
2023-10-18,160.0,135.3
2023-10-19,157.0,128.7
2023-10-20,137.0,125.7
2023-10-21,247.0,122.6
2023-10-22,143.0,118.8
2023-10-23,20.0,122.1
2023-10-24,50.0,121.1
2023-10-25,53.0,125.8
2023-10-26,270.0,126.4
2023-10-27,177.0,127.5
2023-10-28,240.0,128.0
2023-10-29,313.0,135.2
2023-10-30,193.0,139.7
2023-10-31,150.0,147.3
2023-11-01,157.0,158.6
2023-11-02,120.0,158.4
2023-11-03,43.0,156.1
2023-11-04,157.0,155.3
2023-11-05,370.0,154.8
2023-11-06,347.0,146.2
2023-11-07,250.0,145.1
2023-11-08,230.0,145.7
2023-11-09,193.0,138.7
2023-11-10,157.0,143.9
2023-11-11,77.0,141.5
2023-11-12,150.0,137.2
2023-11-13,193.0,132.7
2023-11-14,107.0,123.8
2023-11-15,210.0,118.9
2023-11-16,127.0,117.9
2023-11-17,47.0,119.6
2023-11-18,23.0,127.1
2023-11-19,53.0,140.1
2023-11-20,90.0,156.5
2023-11-21,250.0,171.5
2023-11-22,320.0,189.5
2023-11-23,110.0,194.2
2023-11-24,153.0,178.0
2023-11-25,343.0,176.4
2023-11-26,147.0,180.2
2023-11-27,137.0,187.3
2023-11-28,133.0,254.6
2023-11-29,83.0,170.6
2023-11-30,90.0,166.5
2023-12-01,397.0,162.0
2023-12-02,153.0,148.2
2023-12-03,190.0,139.2
2023-12-04,167.0,137.8
2023-12-05,230.0,141.6
2023-12-06,190.0,129.9
2023-12-07,93.0,134.6
2023-12-08,87.0,132.6
2023-12-09,20.0,127.9
2023-12-10,57.0,126.6
2023-12-11,17.0,125.9
2023-12-12,123.0,126.2
2023-12-13,137.0,134.8
2023-12-14,220.0,155.1
2023-12-15,173.0,144.3
2023-12-16,207.0,149.0
2023-12-17,333.0,154.6
2023-12-18,283.0,161.4
2023-12-19,190.0,179.3
2023-12-20,177.0,195.3
2023-12-21,77.0,193.6
2023-12-22,40.0,186.7
2023-12-23,97.0,174.2
2023-12-24,160.0,183.4
2023-12-25,50.0,166.7
2023-12-26,97.0,154.2
2023-12-27,80.0,149.4
2023-12-28,33.0,146.7
2023-12-29,120.0,142.9
2023-12-30,77.0,139.7
2023-12-31,47.0,146.2
2024-01-01,153.0,135.7
2024-01-02,153.0,142.1
2024-01-03,187.0,140.2
2024-01-04,100.0,125.8
2024-01-05,87.0,152.7
2024-01-06,30.0,159.4
2024-01-07,10.0,167.1
2024-01-08,53.0,176.2
2024-01-09,97.0,175.9
2024-01-10,140.0,186.0
2024-01-11,107.0,192.5
2024-01-12,70.0,186.4
2024-01-13,37.0,185.4
2024-01-14,133.0,187.9
2024-01-15,107.0,182.5
2024-01-16,90.0,179.6
2024-01-17,60.0,174.1
2024-01-18,120.0,162.3
2024-01-19,140.0,157.4
2024-01-20,127.0,166.3
2024-01-21,90.0,178.5
2024-01-22,133.0,196.1
2024-01-23,127.0,180.3
2024-01-24,133.0,172.0
2024-01-25,100.0,160.5
2024-01-26,93.0,156.7
2024-01-27,83.0,148.1
2024-01-28,137.0,141.1
2024-01-29,150.0,140.3
2024-01-30,140.0,135.0
2024-01-31,133.0,136.2
2024-02-01,113.0,136.9
2024-02-02,40.0,142.6
2024-02-03,23.0,156.4
2024-02-04,110.0,170.4
2024-02-05,113.0,173.4
2024-02-06,140.0,190.3
2024-02-07,63.0,188.4
2024-02-08,90.0,185.0
2024-02-09,87.0,183.4
2024-02-10,83.0,193.8
2024-02-11,213.0,180.4
2024-02-12,77.0,208.3
2024-02-13,167.0,194.8
2024-02-14,97.0,184.1
2024-02-15,60.0,178.3
2024-02-16,70.0,168.8
2024-02-17,83.0,169.9
2024-02-18,90.0,156.5
2024-02-19,10.0,152.1
2024-02-20,113.0,152.6
2024-02-21,57.0,169.9
2024-02-22,107.0,173.3
2024-02-23,43.0,172.9
2024-02-24,113.0,179.2
2024-02-25,193.0,180.8
2024-02-26,180.0,171.7
2024-02-27,177.0,168.3
2024-02-28,93.0,179.1
2024-02-29,63.0,164.1
2024-03-01,137.0,152.8
2024-03-02,80.0,152.3
2024-03-03,280.0,145.5
2024-03-04,153.0,139.9
2024-03-05,117.0,141.5
2024-03-06,97.0,136.0
2024-03-07,200.0,136.6
2024-03-08,160.0,129.0
2024-03-09,187.0,134.5
2024-03-10,137.0,127.0
2024-03-11,77.0,126.7
2024-03-12,83.0,130.5
2024-03-13,147.0,128.3
2024-03-14,133.0,127.1
2024-03-15,117.0,129.0
2024-03-16,23.0,144.1
2024-03-17,3.0,151.3
2024-03-18,63.0,177.4
2024-03-19,137.0,168.9
2024-03-20,73.0,175.5
2024-03-21,277.0,196.9
2024-03-22,157.0,197.6
2024-03-23,327.0,210.7
2024-03-24,397.0,195.1
2024-03-25,287.0,190.1
2024-03-26,187.0,178.2
2024-03-27,117.0,174.6
2024-03-28,150.0,172.7
2024-03-29,90.0,167.3
2024-03-30,67.0,139.6
2024-03-31,150.0,133.6
2024-04-01,177.0,120.4
2024-04-02,133.0,112.8
2024-04-03,113.0,111.7
2024-04-04,173.0,113.7
2024-04-05,197.0,120.5
2024-04-06,173.0,122.9
2024-04-07,127.0,124.6
2024-04-08,117.0,124.8
2024-04-09,163.0,124.4
2024-04-10,147.0,131.2
2024-04-11,93.0,143.7
2024-04-12,97.0,151.5
2024-04-13,100.0,161.0
2024-04-14,100.0,178.4
2024-04-15,120.0,191.9
2024-04-16,330.0,198.7
2024-04-17,117.0,216.5
2024-04-18,60.0,226.9
2024-04-19,347.0,213.4
2024-04-20,187.0,209.5
2024-04-21,260.0,217.1
2024-04-22,150.0,226.8
2024-04-23,133.0,219.1
2024-04-24,47.0,199.1
2024-04-25,30.0,166.7
2024-04-26,230.0,152.6
2024-04-27,203.0,152.6
2024-04-28,100.0,140.1
2024-04-29,123.0,137.6
2024-04-30,180.0,130.2
2024-05-01,127.0,134.8
2024-05-02,320.0,141.9
2024-05-03,137.0,156.0
2024-05-04,83.0,166.6
2024-05-05,163.0,176.9
2024-05-06,217.0,171.2
2024-05-07,123.0,203.6
2024-05-08,113.0,227.1
2024-05-09,103.0,233.2
2024-05-10,383.0,223.4
2024-05-11,670.0,213.7
2024-05-12,367.0,221.8
2024-05-13,280.0,215.4
2024-05-14,130.0,219.8
2024-05-15,177.0,216.0
2024-05-16,273.0,207.2
2024-05-17,270.0,204.1
2024-05-18,190.0,194.3
2024-05-19,153.0,200.7
2024-05-20,113.0,199.7
2024-05-21,137.0,190.8
2024-05-22,60.0,195.7
2024-05-23,150.0,176.2
2024-05-24,157.0,162.8
2024-05-25,110.0,152.4
2024-05-26,157.0,155.6
2024-05-27,137.0,170.0
2024-05-28,83.0,166.4
2024-05-29,110.0,170.5
2024-05-30,130.0,172.9
2024-05-31,163.0,179.4
2024-06-01,80.0,226.9
2024-06-02,77.0,179.8
2024-06-03,150.0,186.0
2024-06-04,113.0,192.3
2024-06-05,133.0,195.3
2024-06-06,97.0,190.9
2024-06-07,273.0,184.4
2024-06-08,213.0,190.4
2024-06-09,97.0,180.9
2024-06-10,137.0,177.8
2024-06-11,157.0,164.9
2024-06-12,73.0,164.9
2024-06-13,43.0,170.1
2024-06-14,103.0,169.0
2024-06-15,243.0,170.7
2024-06-16,210.0,167.3
2024-06-17,197.0,179.9
2024-06-18,187.0,192.7
2024-06-19,180.0,196.0
2024-06-20,133.0,203.3
2024-06-21,60.0,196.9
2024-06-22,53.0,195.7
2024-06-23,183.0,195.8
2024-06-24,63.0,198.7
2024-06-25,137.0,193.7
2024-06-26,163.0,181.4
2024-06-27,147.0,182.5
2024-06-28,400.0,180.7
2024-06-29,213.0,186.4
2024-06-30,197.0,173.8
2024-07-01,103.0,170.6
2024-07-02,80.0,163.8
2024-07-03,87.0,167.4
2024-07-04,167.0,173.0
2024-07-05,140.0,165.6
2024-07-06,40.0,166.0
2024-07-07,127.0,171.3
2024-07-08,183.0,168.5
2024-07-09,120.0,178.2
2024-07-10,93.0,213.6
2024-07-11,120.0,205.0
2024-07-12,100.0,209.7
2024-07-13,60.0,238.3
2024-07-14,90.0,233.9
2024-07-15,110.0,233.2
2024-07-16,167.0,241.9
2024-07-17,100.0,223.8
2024-07-18,70.0,208.7
2024-07-19,70.0,201.6
2024-07-20,130.0,207.4
2024-07-21,80.0,197.9
2024-07-22,153.0,185.0
2024-07-23,80.0,175.5
2024-07-24,97.0,174.8
2024-07-25,147.0,167.2
2024-07-26,290.0,176.3
2024-07-27,173.0,203.6
2024-07-28,137.0,214.4
2024-07-29,123.0,223.1
2024-07-30,267.0,400.7
2024-07-31,197.0,235.1
2024-08-01,250.0,234.4
2024-08-02,150.0,247.1
2024-08-03,160.0,244.6
2024-08-04,367.0,240.8
2024-08-05,170.0,247.3
2024-08-06,97.0,270.0
2024-08-07,123.0,303.2
2024-08-08,117.0,336.0
2024-08-09,117.0,305.5
2024-08-10,123.0,291.1
2024-08-11,307.0,281.5
2024-08-12,547.0,272.4
2024-08-13,190.0,259.9
2024-08-14,170.0,248.2
2024-08-15,87.0,227.4
2024-08-16,137.0,224.9
2024-08-17,243.0,229.5
2024-08-18,203.0,231.0
2024-08-19,157.0,239.1
2024-08-20,163.0,238.2
2024-08-21,153.0,239.0
2024-08-22,177.0,230.6
2024-08-23,120.0,241.7
2024-08-24,163.0,232.3
2024-08-25,103.0,232.6
2024-08-26,70.0,227.0
2024-08-27,163.0,221.3
2024-08-28,260.0,211.9
2024-08-29,93.0,204.0
2024-08-30,270.0,214.2
2024-08-31,297.0,231.6
2024-09-01,233.0,225.5
2024-09-02,147.0,237.6
2024-09-03,110.0,242.1
2024-09-04,177.0,261.8
2024-09-05,83.0,240.7
2024-09-06,113.0,248.9
2024-09-07,140.0,221.7
2024-09-08,143.0,227.6
2024-09-09,160.0,214.8
2024-09-10,123.0,205.2
2024-09-11,150.0,207.0
2024-09-12,423.0,201.2
2024-09-13,340.0,185.8
2024-09-14,253.0,172.4
2024-09-15,247.0,172.8
2024-09-16,263.0,169.2
2024-09-17,430.0,165.4
2024-09-18,187.0,163.3
2024-09-19,243.0,161.2
2024-09-20,83.0,153.8
2024-09-21,110.0,158.0
2024-09-22,97.0,162.8
2024-09-23,173.0,167.4
2024-09-24,223.0,172.4
2024-09-25,330.0,174.2
2024-09-26,173.0,181.1
2024-09-27,107.0,186.0
2024-09-28,117.0,194.5
2024-09-29,230.0,197.2
2024-09-30,160.0,214.2
2024-10-01,107.0,244.6
2024-10-02,117.0,274.4
2024-10-03,143.0,311.9
2024-10-04,150.0,291.0
2024-10-05,113.0,277.3
2024-10-06,187.0,264.5
2024-10-07,407.0,277.0
2024-10-08,387.0,224.7
2024-10-09,253.0,220.3
2024-10-10,370.0,216.3
2024-10-11,480.0,213.9
2024-10-12,247.0,213.6
2024-10-13,73.0,194.9
2024-10-14,107.0,181.9
2024-10-15,203.0,172.0
2024-10-16,217.0,167.7
2024-10-17,140.0,173.5
2024-10-18,193.0,165.2
2024-10-19,293.0,162.3
2024-10-20,103.0,161.7
2024-10-21,97.0,163.9
2024-10-22,157.0,176.1
2024-10-23,157.0,185.7
2024-10-24,180.0,196.6
2024-10-25,33.0,209.3
2024-10-26,163.0,238.4
2024-10-27,180.0,246.2
2024-10-28,230.0,255.5
2024-10-29,197.0,265.6
2024-10-30,223.0,269.8
2024-10-31,147.0,269.9
2024-11-01,113.0,256.2
2024-11-02,177.0,250.6
2024-11-03,143.0,240.6
2024-11-04,203.0,242.3
2024-11-05,197.0,245.6
2024-11-06,187.0,260.5
2024-11-07,160.0,239.2
2024-11-08,177.0,231.0
2024-11-09,337.0,220.9
2024-11-10,280.0,230.6
2024-11-11,170.0,182.2
2024-11-12,90.0,171.7
2024-11-13,123.0,150.3
2024-11-14,180.0,146.8
2024-11-15,210.0,148.9
2024-11-16,113.0,139.9
2024-11-17,127.0,146.3
2024-11-18,73.0,165.0
2024-11-19,143.0,157.2
2024-11-20,140.0,162.6
2024-11-21,140.0,166.2
2024-11-22,183.0,179.1
2024-11-23,153.0,199.9
2024-11-24,123.0,202.7
2024-11-25,193.0,220.4
2024-11-26,103.0,222.3
2024-11-27,80.0,225.0
2024-11-28,53.0,213.9
2024-11-29,143.0,219.8
2024-11-30,153.0,204.0
2024-12-01,120.0,186.3
2024-12-02,103.0,185.3
2024-12-03,200.0,174.2
2024-12-04,130.0,174.7
2024-12-05,87.0,174.6
2024-12-06,87.0,177.5
2024-12-07,103.0,182.5
2024-12-08,110.0,177.7
2024-12-09,247.0,172.5
2024-12-10,137.0,171.9
2024-12-11,107.0,160.5
2024-12-12,90.0,160.9
2024-12-13,63.0,163.7
2024-12-14,150.0,170.5
2024-12-15,197.0,172.0
2024-12-16,207.0,166.7
2024-12-17,307.0,170.0
2024-12-18,220.0,173.5
2024-12-19,180.0,175.0
2024-12-20,203.0,184.0
2024-12-21,233.0,201.2
2024-12-22,210.0,223.3
2024-12-23,197.0,238.3
2024-12-24,173.0,258.5
2024-12-25,103.0,252.7
2024-12-26,17.0,255.8
2024-12-27,43.0,258.5
2024-12-28,57.0,260.3
2024-12-29,83.0,254.7
2024-12-30,127.0,223.5
2024-12-31,173.0,217.6
2025-01-01,453.0,219.2
2025-01-02,277.0,212.4
2025-01-03,163.0,199.9
2025-01-04,320.0,209.3
2025-01-05,253.0,168.6
2025-01-06,227.0,171.9
2025-01-07,197.0,167.7
2025-01-08,127.0,160.2
2025-01-09,160.0,162.2
2025-01-10,197.0,156.9
2025-01-11,123.0,156.0
2025-01-12,130.0,158.4
2025-01-13,183.0,159.7
2025-01-14,197.0,166.4
2025-01-15,240.0,173.5
2025-01-16,223.0,208.2
2025-01-17,283.0,226.8
2025-01-18,167.0,222.4
2025-01-19,227.0,235.8
2025-01-20,267.0,232.1
2025-01-21,180.0,236.4
2025-01-22,170.0,214.2
2025-01-23,177.0,215.4
2025-01-24,127.0,204.5
2025-01-25,33.0,181.7
2025-01-26,23.0,170.5
2025-01-27,110.0,162.5
2025-01-28,180.0,171.5
2025-01-29,123.0,173.7
2025-01-30,90.0,183.7
2025-01-31,133.0,206.5
2025-02-01,300.0,187.9
2025-02-02,263.0,215.7
2025-02-03,50.0,220.5
2025-02-04,80.0,212.6
2025-02-05,113.0,191.3
2025-02-06,140.0,187.8
2025-02-07,40.0,181.6
2025-02-08,153.0,173.4
2025-02-09,223.0,163.0
2025-02-10,297.0,159.2
2025-02-11,247.0,153.4
2025-02-12,247.0,163.4
2025-02-13,283.0,173.4
2025-02-14,290.0,178.6
2025-02-15,317.0,184.0
2025-02-16,270.0,185.0
2025-02-17,227.0,181.8
2025-02-18,197.0,178.6
2025-02-19,257.0,177.9
2025-02-20,97.0,184.0
2025-02-21,80.0,197.1
2025-02-22,103.0,199.0
2025-02-23,107.0,239.9
2025-02-24,207.0,202.9
2025-02-25,143.0,190.1
2025-02-26,230.0,180.2
2025-02-27,327.0,163.9
2025-02-28,333.0,157.2
2025-03-01,253.0,152.2
2025-03-02,97.0,151.2
2025-03-03,80.0,163.2
2025-03-04,163.0,160.5
2025-03-05,187.0,156.5
2025-03-06,123.0,150.0
2025-03-07,170.0,146.5
2025-03-08,267.0,147.5
2025-03-09,320.0,147.6
2025-03-10,170.0,149.4
2025-03-11,173.0,161.4
2025-03-12,327.0,160.3
2025-03-13,357.0,175.9
2025-03-14,273.0,180.1
2025-03-15,227.0,177.9
2025-03-16,170.0,185.8
2025-03-17,227.0,203.5
2025-03-18,203.0,184.0
2025-03-19,270.0,179.5
2025-03-20,107.0,170.2
2025-03-21,267.0,165.3
2025-03-22,323.0,177.9
2025-03-23,167.0,168.1
2025-03-24,257.0,156.0
2025-03-25,230.0,156.1
2025-03-26,357.0,152.3
2025-03-27,333.0,152.6
2025-03-28,230.0,160.4
2025-03-29,127.0,156.6
2025-03-30,103.0,171.1
2025-03-31,107.0,171.9
2025-04-01,93.0,181.9
2025-04-02,250.0,179.9
2025-04-03,277.0,178.4
2025-04-04,343.0,180.4
2025-04-05,370.0,184.4
2025-04-06,277.0,167.0
2025-04-07,207.0,162.3
2025-04-08,287.0,158.6
2025-04-09,273.0,166.8
2025-04-10,230.0,152.6
2025-04-11,233.0,170.1
2025-04-12,243.0,165.3
2025-04-13,217.0,163.7
2025-04-14,250.0,152.7
2025-04-15,260.0,153.6
2025-04-16,427.0,148.4
2025-04-17,160.0,150.7
2025-04-18,210.0,155.7
2025-04-19,260.0,157.4
2025-04-20,183.0,156.3
2025-04-21,343.0,163.0
2025-04-22,217.0,163.4
2025-04-23,120.0,167.7
2025-04-24,210.0,169.6
2025-04-25,90.0,164.0
2025-04-26,120.0,155.7
2025-04-27,130.0,155.7
2025-04-28,63.0,153.6
2025-04-29,110.0,149.2
2025-04-30,177.0,148.0
2025-05-01,313.0,152.3
2025-05-02,363.0,152.3
2025-05-03,310.0,152.1
2025-05-04,310.0,159.0
2025-05-05,330.0,158.6
2025-05-06,223.0,156.0
2025-05-07,147.0,154.2
2025-05-08,180.0,148.5
2025-05-09,227.0,136.2
2025-05-10,180.0,134.1
2025-05-11,220.0,125.8
2025-05-12,120.0,115.5
2025-05-13,157.0,116.7
2025-05-14,230.0,121.8
2025-05-15,213.0,118.8
2025-05-16,187.0,117.3
2025-05-17,350.0,117.2
2025-05-18,277.0,118.2
2025-05-19,160.0,116.8
2025-05-20,213.0,118.7
2025-05-21,200.0,119.4
2025-05-22,123.0,120.0
2025-05-23,153.0,121.6
2025-05-24,77.0,129.7
2025-05-25,123.0,133.3
2025-05-26,140.0,132.9
2025-05-27,217.0,137.1
2025-05-28,250.0,144.3
2025-05-29,437.0,144.8
2025-05-30,327.0,156.9
2025-05-31,240.0,164.2
2025-06-01,483.0,150.3
2025-06-02,447.0,139.9
2025-06-03,397.0,134.8
2025-06-04,287.0,130.6
2025-06-05,210.0,127.8
2025-06-06,147.0,124.5
2025-06-07,250.0,120.9
2025-06-08,220.0,115.0
2025-06-09,230.0,120.3
2025-06-10,157.0,129.6
2025-06-11,237.0,141.8
2025-06-12,327.0,141.5
2025-06-13,450.0,143.0
2025-06-14,270.0,150.8
2025-06-15,170.0,160.5
2025-06-16,177.0,147.9
2025-06-17,160.0,139.2
2025-06-18,217.0,137.0
2025-06-19,167.0,136.2
2025-06-20,167.0,129.7
2025-06-21,173.0,120.3
2025-06-22,183.0,124.8
2025-06-23,117.0,121.8
2025-06-24,147.0,119.9
2025-06-25,190.0,116.9
2025-06-26,323.0,117.3
2025-06-27,260.0,118.3
2025-06-28,167.0,121.8
2025-06-29,147.0,128.3
2025-06-30,197.0,128.2
2025-07-01,103.0,125.8
2025-07-02,130.0,129.8
2025-07-03,233.0,125.1
2025-07-04,163.0,119.1
2025-07-05,250.0,116.8
2025-07-06,277.0,118.2
2025-07-07,267.0,118.2
2025-07-08,203.0,115.9
2025-07-09,137.0,120.2
2025-07-10,50.0,129.5
2025-07-11,247.0,132.4
2025-07-12,210.0,138.7
2025-07-13,283.0,128.2
2025-07-14,213.0,128.2
2025-07-15,250.0,139.6
2025-07-16,233.0,152.1
2025-07-17,263.0,156.1
2025-07-18,177.0,155.7
2025-07-19,130.0,152.6
2025-07-20,97.0,150.3
2025-07-21,57.0,142.9
2025-07-22,183.0,145.0
2025-07-23,313.0,150.1
2025-07-24,237.0,156.2
2025-07-25,167.0,148.0
2025-07-26,180.0,143.2
2025-07-27,67.0,145.0
2025-07-28,110.0,144.6
2025-07-29,130.0,151.5
2025-07-30,143.0,149.0
2025-07-31,173.0,144.8
2025-08-01,200.0,145.6
2025-08-02,163.0,146.3
2025-08-03,153.0,146.3
2025-08-04,147.0,142.7
2025-08-05,170.0,156.6
2025-08-06,120.0,158.2
2025-08-07,57.0,151.6
2025-08-08,227.0,147.7
2025-08-09,377.0,139.7
2025-08-10,280.0,153.3
2025-08-11,247.0,145.7
2025-08-12,220.0,152.5
2025-08-13,217.0,140.0
2025-08-14,177.0,130.4
2025-08-15,133.0,122.8
2025-08-16,90.0,122.1
2025-08-17,77.0,117.4
2025-08-18,117.0,113.8
2025-08-19,257.0,116.0
2025-08-20,207.0,119.7
2025-08-21,133.0,121.0
2025-08-22,143.0,135.7
2025-08-23,103.0,142.5
2025-08-24,100.0,151.5
2025-08-25,130.0,174.9
2025-08-26,137.0,202.3
2025-08-27,133.0,225.7
2025-08-28,133.0,231.6
2025-08-29,123.0,221.7
2025-08-30,137.0,316.5
2025-08-31,137.0,217.0
2025-09-01,160.0,201.9
2025-09-02,333.0,187.4
2025-09-03,177.0,179.6
2025-09-04,163.0,172.0
2025-09-05,120.0,149.0
2025-09-06,290.0,146.4
2025-09-07,47.0,132.5
2025-09-08,213.0,124.6
2025-09-09,230.0,121.7
2025-09-10,170.0,119.0
2025-09-11,150.0,115.2
2025-09-12,130.0,114.1
2025-09-13,103.0,117.6
2025-09-14,177.0,122.1
2025-09-15,383.0,129.9
2025-09-16,253.0,134.7
2025-09-17,183.0,147.2
2025-09-18,130.0,150.4
2025-09-19,23.0,159.9
2025-09-20,77.0,166.4
2025-09-21,93.0,176.0
2025-09-22,223.0,172.4
2025-09-23,230.0,171.3
2025-09-24,137.0,184.7
2025-09-25,127.0,170.4
2025-09-26,113.0,165.1
2025-09-27,93.0,163.5
2025-09-28,170.0,170.5
2025-09-29,300.0,186.4
2025-09-30,460.0,187.1
2025-10-01,390.0,184.0
2025-10-02,370.0,167.8
2025-10-03,313.0,169.6
2025-10-04,267.0,157.6
2025-10-05,143.0,147.7
2025-10-06,83.0,133.1
2025-10-07,213.0,130.5
2025-10-08,167.0,119.6
2025-10-09,83.0,121.6
2025-10-10,153.0,120.7
2025-10-11,237.0,131.2
2025-10-12,340.0,142.5
2025-10-13,277.0,141.4
2025-10-14,150.0,154.4
2025-10-15,173.0,162.1
2025-10-16,67.0,160.6
2025-10-17,177.0,164.3
2025-10-18,353.0,157.1
2025-10-19,247.0,148.5
2025-10-20,147.0,140.4
2025-10-21,150.0,132.9
2025-10-22,70.0,132.9
2025-10-23,107.0,129.9
2025-10-24,180.0,133.6
2025-10-25,143.0,127.0
2025-10-26,53.0,123.4
2025-10-27,100.0,121.4
2025-10-28,260.0,122.3
2025-10-29,263.0,118.4
2025-10-30,357.0,120.3
2025-10-31,287.0,125.3
2025-11-01,220.0,115.3
2025-11-02,240.0,123.0
2025-11-03,273.0,133.0
2025-11-04,173.0,159.2
2025-11-05,267.0,147.5
2025-11-06,347.0,163.7
2025-11-07,320.0,165.8
2025-11-08,310.0,171.9
2025-11-09,133.0,175.6
2025-11-10,213.0,180.3
2025-11-11,117.0,168.0
2025-11-12,513.0,163.3
2025-11-13,357.0,155.9
2025-11-14,57.0,145.3
2025-11-15,157.0,132.3
2025-11-16,253.0,132.3
2025-11-17,170.0,122.3
2025-11-18,73.0,120.1
2025-11-19,33.0,122.5
2025-11-20,120.0,121.4
2025-11-21,143.0,121.2
2025-11-22,97.0,119.3
2025-11-23,200.0,119.6
2025-11-24,277.0,116.2
2025-11-25,323.0,116.9
2025-11-26,290.0,120.8
2025-11-27,307.0,120.9
2025-11-28,273.0,138.2
2025-11-29,267.0,170.7
2025-11-30,223.0,180.4
2025-12-01,160.0,196.7
2025-12-02,147.0,200.9
2025-12-03,277.0,209.5
2025-12-04,337.0,219.9
2025-12-05,230.0,206.1
2025-12-06,227.0,199.9
2025-12-07,123.0,194.4
2025-12-08,17.0,186.2
2025-12-09,70.0,183.7
2025-12-10,223.0,168.5
2025-12-11,283.0,146.9
2025-12-12,310.0,134.5
2025-12-13,217.0,122.1
2025-12-14,113.0,118.8
2025-12-15,93.0,118.3
2025-12-16,193.0,116.7
2025-12-17,243.0,118.5
2025-12-18,247.0,115.9
2025-12-19,127.0,118.2
2025-12-20,120.0,119.5
2025-12-21,300.0,123.9
2025-12-22,293.0,133.3
2025-12-23,280.0,141.6
2025-12-24,270.0,134.2
2025-12-25,187.0,162.5
2025-12-26,150.0,166.4
2025-12-27,130.0,177.7
2025-12-28,143.0,187.7
2025-12-29,157.0,195.8
2025-12-30,147.0,182.1
2025-12-31,137.0,170.5
2026-01-01,203.0,169.2
2026-01-02,287.0,166.0
2026-01-03,183.0,165.2
2026-01-04,67.0,157.4
2026-01-05,190.0,154.3
2026-01-06,77.0,144.5
2026-01-07,70.0,135.0
2026-01-08,200.0,140.2
2026-01-09,193.0,116.8
2026-01-10,307.0,114.2
2026-01-11,307.0,110.6
2026-01-12,243.0,112.9
2026-01-13,153.0,116.6
2026-01-14,127.0,126.5
2026-01-15,190.0,139.3
2026-01-16,300.0,147.5
2026-01-17,297.0,159.2
2026-01-18,230.0,231.8
2026-01-19,267.0,173.4
2026-01-20,570.0,177.6
2026-01-21,417.0,188.0
2026-01-22,227.0,194.4
2026-01-23,320.0,179.5
2026-01-24,237.0,173.5
2026-01-25,230.0,164.5
2026-01-26,183.0,152.7
2026-01-27,163.0,143.7
